start time,title,artist,duration,program id
2020-12-30T00:06:11-06:00,Crossroads (Live),Cream,242,201
2020-12-30T00:10:25-06:00,Magic Man,Heart,325,201
2020-12-30T00:15:51-06:00,Who's Crying Now,Journey,286,201
2020-12-30T00:24:51-06:00,Run Like Hell,Pink Floyd,256,201
2020-12-30T00:29:08-06:00,Black Hole Sun,Soundgarden,312,201
2020-12-30T00:34:35-06:00,Tush,ZZ Top,131,201
2020-12-30T00:36:47-06:00,Sweet Child O' Mine (LP Vers,Guns N' Roses,348,201
2020-12-30T00:42:48-06:00,Stairway To Heaven,Led Zeppelin,476,201
2020-12-30T00:50:51-06:00,Edge Of Seventeen,Stevie Nicks,315,201
2020-12-30T00:56:06-06:00,Shakin',Eddie Money,179,204
2020-12-30T00:59:16-06:00,Burning Down The House,Talking Heads,223,202
2020-12-30T01:03:05-06:00,Feels Like The First Time,Foreigner,202,201
2020-12-30T01:06:41-06:00,Simple Man,Lynyrd Skynyrd,342,201
2020-12-30T01:18:04-06:00,The Unforgiven,Metallica,365,201
2020-12-30T01:24:10-06:00,Rock And Roll All Nite,Kiss,221,201
2020-12-30T01:28:02-06:00,Don't Stand So Close To Me,Police,228,201
2020-12-30T01:31:51-06:00,War Pigs,Black Sabbath,472,201
2020-12-30T01:39:57-06:00,Shoot To Thrill,AC/DC,316,201
2020-12-30T01:45:14-06:00,Somebody To Love,Queen,293,203
2020-12-30T01:50:12-06:00,No One Like You,Scorpions,229,201
2020-12-30T01:54:15-06:00,Dancing Days,Led Zeppelin,218,201
2020-12-30T01:57:53-06:00,I Won't Back Down,Tom Petty,170,201
2020-12-30T02:00:48-06:00,Heart-Shaped Box,Nirvana,277,201
2020-12-30T02:05:35-06:00,Hysteria,Def Leppard,341,201
2020-12-30T02:11:17-06:00,Roadhouse Blues,Doors,238,201
2020-12-30T02:18:22-06:00,Hot For Teacher,Van Halen,279,202
2020-12-30T02:23:02-06:00,Take The Money And Run,Steve Miller Band,162,201
2020-12-30T02:25:54-06:00,All Along The Watchtower,Jimi Hendrix,228,201
2020-12-30T02:29:43-06:00,Dream On,Aerosmith,258,201
2020-12-30T02:34:07-06:00,Sunday Bloody Sunday,U2,272,201
2020-12-30T02:38:39-06:00,Layla,Derek & The Dominoes,418,201
2020-12-30T02:47:46-06:00,Alive,Pearl Jam,339,201
2020-12-30T02:53:35-06:00,The Chain,Fleetwood Mac,253,201
2020-12-30T02:57:49-06:00,Welcome To The Jungle,Guns N' Roses,258,203
2020-12-30T03:02:15-06:00,Every Little Thing She Does,Police,241,201
2020-12-30T03:06:23-06:00,Smokin' In The Boys Room,Motley Crue,204,201
2020-12-30T03:09:48-06:00,Stone In Love,Journey,251,201
2020-12-30T03:17:10-06:00,All Right Now,Free,329,201
2020-12-30T03:22:39-06:00,Modern Love,David Bowie,228,201
2020-12-30T03:26:39-06:00,Low Rider,War,179,201
2020-12-30T03:29:39-06:00,Heartbreaker / Living Loving,Led Zeppelin,411,201
2020-12-30T03:36:41-06:00,Schools Out,Alice Cooper,206,201
2020-12-30T03:40:07-06:00,Creep,Stone Temple Pilots,329,201
2020-12-30T03:49:00-06:00,Dirty Deeds Done Dirt Cheap,AC/DC,222,201
2020-12-30T03:52:54-06:00,Hurts So Good,John Mellencamp,207,205
2020-12-30T03:56:21-06:00,Take It Easy,Eagles,205,201
2020-12-30T03:59:59-06:00,You've Got Another Thing Com,Judas Priest,284,201
2020-12-30T04:04:52-06:00,Don't Do Me Like That,Tom Petty & The Heartbreaker,157,201
2020-12-30T04:07:41-06:00,Crazy Train,Ozzy Osbourne,277,201
2020-12-30T04:12:18-06:00,It's Only Rock N Roll (But I,Rolling Stones,301,201
2020-12-30T04:20:13-06:00,Jump,Van Halen,227,201
2020-12-30T04:24:01-06:00,Killer Queen,Queen,174,201
2020-12-30T04:27:07-06:00,Best Of You,Foo Fighters,253,205
2020-12-30T04:31:20-06:00,Spirits In The Material Worl,Police,171,201
2020-12-30T04:34:22-06:00,Free Ride,Edgar Winter Group,173,202
2020-12-30T04:37:16-06:00,Love Bites,Def Leppard,321,201
2020-12-30T04:42:47-06:00,Two Tickets To Paradise,Eddie Money,235,201
2020-12-30T04:46:50-06:00,Purple Haze,Jimi Hendrix,164,201
2020-12-30T04:49:35-06:00,Stay With Me,Faces  W/ Rod Stewart,273,203
2020-12-30T04:54:17-06:00,I'll Be There For You,Bon Jovi,329,201
2020-12-30T04:59:46-06:00,Feelin' That Way / Anytime,Journey,409,201
2020-12-30T05:06:43-06:00,Call Me The Breeze,Lynyrd Skynyrd,306,201
2020-12-30T05:12:04-06:00,Bullet With Butterfly Wings,Smashing Pumpkins,255,201
2020-12-30T05:16:20-06:00,Over The Hills And Far Away,Led Zeppelin,286,201
2020-12-30T05:28:27-06:00,With Or Without You,U2,283,201
2020-12-30T05:33:11-06:00,Carry On Wayward Son,Kansas,316,201
2020-12-30T05:38:37-06:00,Wanted Dead Or Alive,Bon Jovi,299,201
2020-12-30T05:43:37-06:00,Back In The Saddle,Aerosmith,276,201
2020-12-30T05:48:28-06:00,Turn Up The Radio,Autograph,263,201
2020-12-30T05:52:51-06:00,Go Your Own Way,Fleetwood Mac,212,201
2020-12-30T06:00:16-06:00,Machinehead,Bush,246,201
2020-12-30T06:04:23-06:00,Lagrange,ZZ Top,205,201
2020-12-30T06:07:49-06:00,Remote 1,Call in,10,PG2
2020-12-30T06:13:07-06:00,Refugee,Tom Petty & The Heartbreaker,198,201
2020-12-30T06:16:35-06:00,You Ain't Seen Nothin' Yet,B.T.O.,210,201
2020-12-30T06:20:06-06:00,Remote 1,Call in,32,PG2
2020-12-30T06:20:38-06:00,Shot In The Dark,"Osbourne, Ozzy",243,201
2020-12-30T06:24:42-06:00,Eruption/You Really Got Me,Van Halen,256,201
2020-12-30T06:28:58-06:00,Remote 1,Call in,45,PG2
2020-12-30T06:29:43-06:00,Burnin' For You,Blue Oyster Cult,263,201
2020-12-30T06:34:14-06:00,No More Mister Nice Guy,Alice Cooper,180,201
2020-12-30T06:37:14-06:00,Remote 1,Call in,16,PG2
2020-12-30T06:42:43-06:00,Freewill,Rush,316,201
2020-12-30T06:47:59-06:00,Remote 1,Call in,16,PG2
2020-12-30T06:48:16-06:00,Happiest Days.../Another Bri,Pink Floyd,344,201
2020-12-30T06:54:00-06:00,Everlong,Foo Fighters,239,201
2020-12-30T06:58:10-06:00,Dust In The Wind,Kansas,191,201
2020-12-30T07:01:29-06:00,Crazy Little Thing Called Lo,Queen,150,202
2020-12-30T07:04:00-06:00,Remote 1,Call in,30,PG2
2020-12-30T07:04:30-06:00,Baba O'riley,"Who, The",294,201
