start time,title,artist,duration,program id
2021-07-21T00:00:55-05:00,SP8527,Christian Shields,185,8527
2021-07-21T00:04:07-05:00,Bark At The Moon,Ozzy Osbourne,253,2222
2021-07-21T00:08:25-05:00,Two Tickets To Paradise,Eddie Money,235,1492
2021-07-21T00:12:20-05:00,Heart-Shaped Box,Nirvana,277,4435
2021-07-21T00:23:55-05:00,Every Rose Has It's Thorn,Poison,249,3458
2021-07-21T00:28:05-05:00,Money Edit,Pink Floyd,386,0963
2021-07-21T00:34:36-05:00,Another One Bites The Dust,Queen,209,1038
2021-07-21T00:38:05-05:00,Back In The Saddle,Aerosmith,276,2812
2021-07-21T00:42:47-05:00,Daughter,Pearl Jam,213,4450
2021-07-21T00:46:21-05:00,For Whom The Bell Tolls,Metallica,287,3400
2021-07-21T00:51:13-05:00,Runnin' With The Devil,Van Halen,209,2916
2021-07-21T01:00:17-05:00,Dirty Deeds Done Dirt Cheap,AC/DC,222,1751
2021-07-21T01:04:04-05:00,Tom Sawyer,Rush,265,1262
2021-07-21T01:08:29-05:00,Gimme Shelter,Rolling Stones,264,1401
2021-07-21T01:20:04-05:00,Signs,Tesla,186,1455
2021-07-21T01:23:11-05:00,Paradise City,Guns N' Roses,404,4741
2021-07-21T01:30:00-05:00,Stairway To Heaven,Led Zeppelin,476,1073
2021-07-21T01:37:57-05:00,Scar Tissue (Album Version),Red Hot Chili Peppers,211,2793
2021-07-21T01:41:32-05:00,Magic Man,Heart,325,1276
2021-07-21T01:47:02-05:00,I Won't Back Down,Tom Petty,170,4055
2021-07-21T01:55:58-05:00,Pour Some Sugar On Me,Def Leppard,263,4979
2021-07-21T02:00:27-05:00,Interstate Love Song,Stone Temple Pilots,187,4642
2021-07-21T02:03:41-05:00,Pride (In The Name Of Love),U2,219,2082
2021-07-21T02:07:20-05:00,Purple Haze,Jimi Hendrix,164,1646
2021-07-21T02:16:49-05:00,Crazy Train,Ozzy Osbourne,277,2804
2021-07-21T02:21:26-05:00,You're My Best Friend,Queen,168,1902
2021-07-21T02:24:18-05:00,Man In The Box,Alice In Chains,284,6032
2021-07-21T02:29:03-05:00,Dude (Looks Like A Lady),Aerosmith,251,2979
2021-07-21T02:33:19-05:00,Can't Get Enough,Bad Company,247,1358
2021-07-21T02:37:27-05:00,Fly Away (Pop Edit),Lenny Kravitz,180,5096
2021-07-21T02:40:31-05:00,Hold The Line,Toto,234,1630
2021-07-21T02:44:34-05:00,For Those About To Rock (We Salute You),AC/DC,342,2648
2021-07-21T02:50:17-05:00,Under My Thumb,Rolling Stones,213,1911
2021-07-21T02:53:55-05:00,Spirits In The Material World,Police,171,1315
2021-07-21T02:56:47-05:00,Possum Kingdom (LP Version),Toadies,303,2094
2021-07-21T03:01:57-05:00,Mississippi Queen,Mountain,148,1174
2021-07-21T03:04:30-05:00,Nothing Else Matters,Metallica,370,4050
2021-07-21T03:10:41-05:00,Dr. Feelgood,Motley Crue,269,2729
2021-07-21T03:19:54-05:00,Wish You Were Here,Pink Floyd,279,1612
2021-07-21T03:24:34-05:00,December (LP Version),Collective Soul,278,1436
2021-07-21T03:29:16-05:00,And The Cradle Will Rock,Van Halen,201,4395
2021-07-21T03:32:37-05:00,Hollywood Nights,Bob Seger & The Sbb,291,1193
2021-07-21T03:37:33-05:00,Don't Stop Believin',Journey,243,2837
2021-07-21T03:41:36-05:00,Over The Hills And Far Away,Led Zeppelin,286,1063
2021-07-21T03:46:28-05:00,Bad To The Bone,George Thorogood,287,2428
2021-07-21T03:55:27-05:00,Fly By Night,Rush,193,2873
2021-07-21T03:58:40-05:00,Yellow Ledbetter,Pearl Jam,299,4694
2021-07-21T04:03:45-05:00,Waitin' For The Bus / Jesus Just Left Chica,ZZ Top,372,1727
2021-07-21T04:10:03-05:00,Should I Stay Or Should I Go?,Clash,185,2686
2021-07-21T04:13:08-05:00,Somebody To Love,Queen,293,2305
2021-07-21T04:21:36-05:00,Don't Cry,Guns 'n Roses,279,5604
2021-07-21T04:26:16-05:00,"Bringing On The Heartbreak,switch625",Def Leppard,454,2471
2021-07-21T04:33:54-05:00,Have You Ever Seen The Rain,Creedence Clearwater Revival,154,1320
2021-07-21T04:36:29-05:00,Lithium,Nirvana,253,4119
2021-07-21T04:40:47-05:00,T-N-T,AC/DC,211,1259
2021-07-21T04:44:18-05:00,The Boys Of Summer,Don Henley,281,2157
2021-07-21T04:49:05-05:00,Walk This Way,Aerosmith,214,2098
2021-07-21T04:55:33-05:00,I Hate Myself For Loving You,Joan Jett,244,0020
2021-07-21T04:59:38-05:00,Going To California,Led Zeppelin,210,1076
2021-07-21T05:03:14-05:00,Jump,Van Halen,227,1600
2021-07-21T05:07:08-05:00,I Shot The Sheriff,Eric Clapton,253,6906
2021-07-21T05:11:22-05:00,You Don't Know How It Feels (Album Version),"Petty, Tom",282,6458
2021-07-21T05:24:22-05:00,Urgent,Foreigner,257,1777
2021-07-21T05:28:40-05:00,Miss You,Rolling Stones,275,1222
2021-07-21T05:33:19-05:00,Living After Midnight,Judas Priest,195,2961
2021-07-21T05:36:35-05:00,Simple Man,Lynyrd Skynyrd,342,2088
2021-07-21T05:42:23-05:00,Brain Damage/eclipse,Pink Floyd,316,1620
2021-07-21T05:47:44-05:00,Sex Type Thing,Stone Temple Pilots,215,2913
2021-07-21T05:59:02-05:00,Legs,ZZ Top,262,1208
2021-07-21T06:03:31-05:00,Love Hurts,Nazareth,227,1602
2021-07-21T06:31:07-05:00,Fade To Black,Metallica,395,6511
2021-07-21T06:37:07-05:00,Fade To Black,Metallica,395,6511
2021-07-21T06:37:10-05:00,Fade To Black,Metallica,395,6511
2021-07-21T06:37:42-05:00,Them Bones,Alice In Chains,147,8760
2021-07-21T10:00:20-05:00,Fool In The Rain,Led Zeppelin,367,4734
2021-07-21T10:06:26-05:00,18 And Life,Skid Row,224,2564
2021-07-21T10:10:16-05:00,Eruption/You Really Got Me,Van Halen,256,2965
2021-07-21T10:14:33-05:00,Modern Love,David Bowie,228,4180
2021-07-21T10:24:08-05:00,Have A Cigar,Pink Floyd,292,1611
2021-07-21T10:29:00-05:00,Master Of Puppets,Metallica,506,6512
2021-07-21T10:34:03-05:00,Master Of Puppets,Metallica,506,6512
2021-07-21T10:35:03-05:00,Master Of Puppets,Metallica,506,6512
2021-07-21T10:35:15-05:00,Master Of Puppets,Metallica,506,6512
2021-07-21T10:35:16-05:00,Vasoline,Stonetemple Pilots,163,2877
2021-07-21T10:35:55-05:00,Vasoline,Stonetemple Pilots,163,2877
2021-07-21T10:36:31-05:00,Vasoline,Stonetemple Pilots,163,2877
2021-07-21T10:36:48-05:00,Vasoline,Stonetemple Pilots,163,2877
2021-07-21T10:38:08-05:00,Don't Do Me Like That,Tom Petty & The Heartbreakers,157,1001
2021-07-21T10:40:51-05:00,The Spirit Of Radio,Rush,295,2962
2021-07-21T10:53:16-05:00,Cocaine,Eric Clapton,201,1595
2021-07-21T10:56:38-05:00,Brown Sugar,Rolling Stones,224,1228
2021-07-21T11:00:28-05:00,Dreams,Fleetwood Mac,250,9908
2021-07-21T11:04:38-05:00,Crossfire,"Vaughan, Stevie Ray",246,4098
2021-07-21T11:08:49-05:00,War Pigs,Black Sabbath,472,1816
2021-07-21T11:16:43-05:00,Even Flow -album Cut,Pearl Jam,290,2472
2021-07-21T11:28:19-05:00,Let The Good Times Roll,Cars,221,1035
2021-07-21T11:32:01-05:00,Rag Doll (CD Version),Aerosmith,252,2977
2021-07-21T11:36:20-05:00,Lagrange,ZZ Top,205,1039
2021-07-21T11:39:45-05:00,Everybody Wants You,Billy Squier,217,1653
2021-07-21T11:43:24-05:00,Jumpin' Jack Flash,Rolling Stones,211,1164
2021-07-21T11:53:37-05:00,Heaven Beside You,Alice In Chains,229,1638
2021-07-21T11:57:27-05:00,Turn The Page,Bob Seger & The Sbb,292,3041
2021-07-21T12:02:26-05:00,Free Fallin',Tom Petty,240,4044
2021-07-21T12:06:33-05:00,Don't Look Back,Boston,351,2055
2021-07-21T12:12:29-05:00,Kickstart My Heart,Motley Crue,278,2734
2021-07-21T12:17:08-05:00,We Will Rock You/we Are The Champions,Queen,294,2584
2021-07-21T12:29:04-05:00,Love Is A Battlefield,Pat Benatar,239,2163
2021-07-21T12:33:20-05:00,Whole Lotta Love,Led Zeppelin,322,1662
2021-07-21T12:38:47-05:00,New Year's Day,U2,325,2189
2021-07-21T12:44:18-05:00,Jamie's Cryin',Van Halen,197,2911
2021-07-21T12:47:35-05:00,Learning To Fly,Pink Floyd,283,2976
2021-07-21T12:59:20-05:00,She Talks To Angels,Black Crowes,324,1741
2021-07-21T13:04:51-05:00,Life's Been Good  (Long Version),Joe Walsh,472,2060
2021-07-21T13:12:58-05:00,My Best Friends Girl,Cars,215,1036
2021-07-21T13:16:38-05:00,Any Way You Want It,Journey,189,1555
2021-07-21T13:19:47-05:00,Dream On,Aerosmith,258,1020
2021-07-21T13:31:07-05:00,Far Behind,Candlebox,288,4007
2021-07-21T13:36:38-05:00,It's Only Rock N Roll (But I Like It),Rolling Stones,301,1224
2021-07-21T13:41:46-05:00,Don't Stand So Close To Me,Police,228,2566
2021-07-21T13:45:41-05:00,Crazy On You,Heart,280,1279
2021-07-21T13:50:21-05:00,Over The Mountain,"Osbourne, Ozzy",267,3135
2021-07-21T14:00:25-05:00,Night Moves,Bob Seger & The Silver Bullet Band,318,1183
2021-07-21T14:05:51-05:00,Don't Come Around Here No More,"Petty, Tom & The Heartbreakers",299,1870
2021-07-21T14:10:54-05:00,We're An American Band,Grand Funk,203,1872
2021-07-21T14:14:18-05:00,Patience,Guns N' Roses,344,2146
2021-07-21T14:26:54-05:00,Break On Through,Doors,143,1706
2021-07-21T14:29:37-05:00,Gimme All Your Lovin',ZZ Top,231,2195
