start time,title,artist,duration,program id
2021-05-29T00:03:43-05:00,Far Behind,Candlebox,288,4007
2021-05-29T00:08:37-05:00,Tightrope,Stevie Ray Vaughn,266,2440
2021-05-29T00:13:04-05:00,Take The Money And Run,Steve Miller Band,162,1694
2021-05-29T00:22:39-05:00,Burnin' For You,Blue Oyster Cult,263,1014
2021-05-29T00:27:02-05:00,Heartbreaker,Pat Benatar,204,2243
2021-05-29T00:30:31-05:00,The Unforgiven,Metallica,365,1444
2021-05-29T00:36:37-05:00,Owner Of A Lonely Heart,Yes,226,1260
2021-05-29T00:40:29-05:00,Ramble On,Led Zeppelin,243,1059
2021-05-29T00:44:33-05:00,Creep,Radiohead,231,2097
2021-05-29T00:48:29-05:00,Brain Damage/eclipse,Pink Floyd,316,1620
2021-05-29T00:58:18-05:00,You Shook Me All Night Long,AC/DC,209,2963
2021-05-29T01:01:53-05:00,Dream On,Aerosmith,258,1020
2021-05-29T01:06:16-05:00,Spoonman,Soundgarden,244,7867
2021-05-29T01:10:20-05:00,I Don't Know,Ozzy Osbourne,292,4879
