start time,title,artist,duration,program id
2020-09-14T00:02:01-05:00,American Woman,Guess Who,224,201
2020-09-14T00:05:50-05:00,Runnin' Down A Dream,"Petty, Tom",253,201
2020-09-14T00:10:15-05:00,Black,Pearl Jam,326,201
2020-09-14T00:15:41-05:00,Feel Like Makin' Love,Bad Company,302,201
2020-09-14T00:25:25-05:00,"Girls, Girls, Girls",Motley Crue,256,201
2020-09-14T00:29:42-05:00,I Want You To Want Me (Live),Cheap Trick,215,201
2020-09-14T00:33:28-05:00,Brain Damage/eclipse,Pink Floyd,316,201
2020-09-14T00:38:45-05:00,Panama,Van Halen,209,203
2020-09-14T00:42:29-05:00,My Hero,Foo Fighters,238,201
2020-09-14T00:46:27-05:00,We Will Rock You/we Are The,Queen,294,201
2020-09-14T00:51:33-05:00,Urgent,Foreigner,257,201
2020-09-14T00:56:01-05:00,Two Tickets To Paradise,Eddie Money,235,201
2020-09-14T01:00:06-05:00,Nothing Else Matters,Metallica,370,201
2020-09-14T01:06:23-05:00,Ramblin' Man,Allman Brothers Band,279,204
2020-09-14T01:11:12-05:00,Rock Of Ages,Def Leppard,234,201
2020-09-14T01:15:07-05:00,Carry On Wayward Son,Kansas,316,201
2020-09-14T01:24:34-05:00,Lithium,Nirvana,253,201
2020-09-14T01:28:47-05:00,Thunderstruck,AC/DC,289,201
2020-09-14T01:33:50-05:00,We're An American Band,Grand Funk,203,201
2020-09-14T01:37:14-05:00,Living After Midnight,Judas Priest,195,201
2020-09-14T01:40:43-05:00,Under The Bridge (Album Vers,Red Hot Chili Peppers,260,201
