start time,title,artist,duration,program id
2020-11-25T00:04:13-06:00,Dare,The Band of Heathens,207,205
2020-11-25T00:07:47-06:00,Brown Sugar,Rolling Stones,224,201
2020-11-25T00:11:41-06:00,Animal,Def Leppard,241,201
2020-11-25T00:15:43-06:00,More Than A Feeling,Boston,273,201
2020-11-25T00:25:38-06:00,Better Man (Single Version),Pearl Jam,236,201
2020-11-25T00:29:35-06:00,Lonely Is The Night,"Squier, Billy",269,201
2020-11-25T00:34:13-06:00,Fly By Night,Rush,193,201
2020-11-25T00:37:26-06:00,You Shook Me All Night Long,AC/DC,209,201
2020-11-25T00:41:08-06:00,Give A Little Bit,Supertramp,242,201
2020-11-25T00:45:10-06:00,The Waiting,Tom Petty,227,201
2020-11-25T00:49:09-06:00,Comfortably Numb,Pink Floyd,374,201
2020-11-25T00:55:36-06:00,Jack & Diane,John Mellencamp,249,201
2020-11-25T00:59:45-06:00,Fool In The Rain,Led Zeppelin,367,201
2020-11-25T01:06:00-06:00,Pride And Joy,Stevie Ray Vaughan,216,201
2020-11-25T01:09:47-06:00,Creep,Stone Temple Pilots,329,201
2020-11-25T01:15:16-06:00,All Right Now,Free,329,201
2020-11-25T01:25:00-06:00,Under Pressure,Queen & David Bowie,227,201
2020-11-25T01:28:48-06:00,Don't Stop,Fleetwood Mac,185,201
2020-11-25T01:32:03-06:00,"For What It's Worth (Stop, H",Buffalo Springfield,148,201
2020-11-25T01:34:32-06:00,Runnin' With The Devil,Van Halen,209,201
2020-11-25T01:38:13-06:00,Pride (In The Name Of Love),U2,219,201
2020-11-25T01:41:53-06:00,My Best Friends Girl,Cars,215,201
2020-11-25T01:45:40-06:00,Heart-Shaped Box,Nirvana,277,201
2020-11-25T01:54:16-06:00,Love In An Elevator,Aerosmith,320,201
2020-11-25T01:59:37-06:00,Rocky Mountain Way,Joe Walsh,304,201
2020-11-25T02:04:47-06:00,Revolution  (Hit 45 Version),Beatles,197,204
2020-11-25T02:08:16-06:00,Miss You,Rolling Stones,275,201
2020-11-25T02:12:52-06:00,Possum Kingdom (LP Version),Toadies,303,201
2020-11-25T02:20:36-06:00,"Girls, Girls, Girls",Motley Crue,263,201
2020-11-25T02:25:00-06:00,Waitin' For The Bus / Jesus,ZZ Top,372,201
2020-11-25T02:31:20-06:00,In The Air Tonight,Phil Collins,294,201
2020-11-25T02:36:20-06:00,Shoot To Thrill,AC/DC,316,201
